"","LN.5years.","Code","Values"
"6080","2005","X000708","-4.977293082"
"6081","2006","X000708","-4.907848453"
"6082","2007","X000708","-3.00831717"
"6083","2008","X000708","-2.954136972"
"6084","2009","X000708","-3.032120207"
"6085","2010","X000708","-3.136633512"
"6086","2011","X000708","-3.192731377"
"6087","2012","X000708","-3.190883528"
"6088","2013","X000708","-3.042600659"
"6089","2014","X000708","-3.128637021"
"6090","2015","X000708","-3.093301568"
"6091","1995","X000709",NA
"6092","1996","X000709",NA
"6093","1997","X000709",NA
"6094","1998","X000709",NA
"6095","1999","X000709",NA
"6096","2000","X000709","-4.928366472"
"6097","2001","X000709","-5.125630664"
"6098","2002","X000709","-4.842543736"
"6099","2003","X000709","-4.851754301"
"6100","2004","X000709","-4.620268666"
"6101","2005","X000709","-3.668764794"
"6102","2006","X000709","-3.738021897"
"6103","2007","X000709","-3.734860368"
"6104","2008","X000709","-3.809348051"
"6105","2009","X000709","-3.630978907"
"6106","2010","X000709","-3.381237642"
"6107","2011","X000709","-3.221297686"
"6108","2012","X000709","-3.223635512"
"6109","2013","X000709","-3.648914381"
"6110","2014","X000709","-4.924987396"
"6111","2015","X000709","-4.959482548"
"6112","1995","X000710",NA
"6113","1996","X000710",NA
"6114","1997","X000710",NA
"6115","1998","X000710",NA
"6116","1999","X000710",NA
"6117","2000","X000710","-3.820487104"
"6118","2001","X000710","-3.220040766"
"6119","2002","X000710","-2.35591185"
"6120","2003","X000710","-1.934897365"
"6121","2004","X000710","-2.051351946"
"6122","2005","X000710","-2.162582404"
"6123","2006","X000710","-2.256327185"
"6124","2007","X000710","-2.214612201"
"6125","2008","X000710","-3.288315465"
"6126","2009","X000710","-3.387684351"
"6127","2010","X000710","-3.13771484"
"6128","2011","X000710","-3.241918878"
"6129","2012","X000710","-3.242722118"
"6130","2013","X000710","-3.96569816"
"6131","2014","X000710","-4.048700107"
"6132","2015","X000710","-4.154695758"
"6133","1995","X000711",NA
"6134","1996","X000711",NA
"6135","1997","X000711",NA
"6136","1998","X000711",NA
"6137","1999","X000711",NA
"6138","2000","X000711","-2.9499442"
"6139","2001","X000711","-3.148743817"
"6140","2002","X000711","-3.224731912"
"6141","2003","X000711","-3.446534046"
"6142","2004","X000711","-3.613478591"
"6143","2005","X000711","-3.702217784"
"6144","2006","X000711","-3.270750975"
"6145","2007","X000711","-3.011030633"
"6146","2008","X000711","-3.027561558"
"6147","2009","X000711","-3.165107541"
"6148","2010","X000711","-3.888332059"
"6149","2011","X000711","-3.880634944"
"6150","2012","X000711","-3.928973794"
"6151","2013","X000711","-4.029870604"
"6152","2014","X000711","-3.645508903"
"6153","2015","X000711","-3.209451018"
"6154","1995","X000712",NA
"6155","1996","X000712",NA
"6156","1997","X000712",NA
"6157","1998","X000712",NA
"6158","1999","X000712",NA
"6159","2000","X000712","-3.88727405"
"6160","2001","X000712","-3.368538094"
"6161","2002","X000712","-3.455307255"
"6162","2003","X000712","-3.243266773"
"6163","2004","X000712","-3.145088694"
"6164","2005","X000712","-3.067747859"
"6165","2006","X000712","-3.977083874"
"6166","2007","X000712","-4.893674946"
"6167","2008","X000712","-3.597397325"
"6168","2009","X000712","-3.596539008"
"6169","2010","X000712","-2.559393867"
"6170","2011","X000712","-2.576015075"
"6171","2012","X000712","-2.652359001"
"6172","2013","X000712","-2.581923939"
"6173","2014","X000712","-2.542994813"
"6174","2015","X000712","-3.061892275"
"6175","1995","X000713",NA
"6176","1996","X000713",NA
"6177","1997","X000713",NA
"6178","1998","X000713",NA
"6179","1999","X000713",NA
"6180","2000","X000713","-3.547214534"
"6181","2001","X000713","-3.502306137"
"6182","2002","X000713","-3.027662819"
"6183","2003","X000713","-2.022865012"
"6184","2004","X000713","-2.083603733"
"6185","2005","X000713","-2.186132622"
"6186","2006","X000713","-2.284627505"
"6187","2007","X000713","-2.252812463"
"6188","2008","X000713","-4.068899231"
"6189","2009","X000713","-4.143460008"
"6190","2010","X000713","-4.232458703"
"6191","2011","X000713","-3.914898635"
"6192","2012","X000713","-3.858436249"
"6193","2013","X000713","-3.864409391"
"6194","2014","X000713","-3.926920491"
"6195","2015","X000713","-3.906042265"
"6196","1995","X000715",NA
"6197","1996","X000715",NA
"6198","1997","X000715",NA
"6199","1998","X000715",NA
"6200","1999","X000715",NA
"6201","2000","X000715","-3.026826474"
"6202","2001","X000715","-2.811184932"
"6203","2002","X000715","-2.954576957"
"6204","2003","X000715","-3.376910248"
"6205","2004","X000715","-3.423491572"
"6206","2005","X000715","-3.290460772"
"6207","2006","X000715","-4.019110035"
"6208","2007","X000715","-3.847602338"
"6209","2008","X000715","-4.078175151"
"6210","2009","X000715","-3.838028138"
"6211","2010","X000715","-3.814075816"
"6212","2011","X000715","-3.434106449"
"6213","2012","X000715","-3.453334143"
"6214","2013","X000715","-3.525297172"
"6215","2014","X000715","-3.61425646"
"6216","2015","X000715","-3.5362269"
"6217","1995","X000716",NA
"6218","1996","X000716",NA
"6219","1997","X000716",NA
"6220","1998","X000716",NA
"6221","1999","X000716",NA
"6222","2000","X000716","-3.590968632"
"6223","2001","X000716","-3.446530506"
"6224","2002","X000716","-3.442761832"
"6225","2003","X000716","-2.474181998"
"6226","2004","X000716","-2.633916187"
"6227","2005","X000716","-2.641403156"
"6228","2006","X000716","-2.640290156"
"6229","2007","X000716","-2.65693997"
"6230","2008","X000716","-3.232209249"
"6231","2009","X000716","-3.234532743"
"6232","2010","X000716","-3.297921739"
"6233","2011","X000716","-2.420894329"
"6234","2012","X000716","-2.435558814"
"6235","2013","X000716","-2.400365446"
"6236","2014","X000716","-2.433611086"
"6237","2015","X000716","-2.473180937"
"6238","1995","X000717",NA
"6239","1996","X000717",NA
"6240","1997","X000717",NA
"6241","1998","X000717",NA
"6242","1999","X000717",NA
"6243","2000","X000717","-3.419666092"
"6244","2001","X000717","-3.571456425"
"6245","2002","X000717","-3.618637546"
"6246","2003","X000717","-4.657635104"
"6247","2004","X000717","-3.171078949"
"6248","2005","X000717","-3.178320131"
"6249","2006","X000717","-2.765899824"
"6250","2007","X000717","-2.716618322"
"6251","2008","X000717","-2.711730847"
"6252","2009","X000717","-2.514545457"
"6253","2010","X000717","-2.675473431"
"6254","2011","X000717","-2.677309869"
"6255","2012","X000717","-2.729352714"
"6256","2013","X000717","-2.912702941"
"6257","2014","X000717","-3.095032962"
"6258","2015","X000717","-3.105937346"
"6259","1995","X000718",NA
"6260","1996","X000718",NA
"6261","1997","X000718",NA
"6262","1998","X000718",NA
"6263","1999","X000718",NA
"6264","2000","X000718","-3.475650909"
"6265","2001","X000718","-3.647431627"
"6266","2002","X000718","-3.614961326"
"6267","2003","X000718","-3.185443331"
"6268","2004","X000718","-2.87822315"
"6269","2005","X000718","-2.526702719"
"6270","2006","X000718","-2.479833173"
"6271","2007","X000718","-2.320202472"
"6272","2008","X000718","-2.17220269"
"6273","2009","X000718","-2.109857662"
"6274","2010","X000718","-3.166854962"
"6275","2011","X000718","-3.450700525"
"6276","2012","X000718","-3.443280423"
"6277","2013","X000718","-3.328742363"
"6278","2014","X000718","-3.478848682"
"6279","2015","X000718","-4.428457249"
"6280","1995","X000719",""
"6281","1996","X000719",""
"6282","1997","X000719",""
"6283","1998","X000719",""
"6284","1999","X000719",""
"6285","2000","X000719","-4.88613048"
"6286","2001","X000719","-4.443033"
"6287","2002","X000719","-4.580423343"
"6288","2003","X000719","-4.600593381"
"6289","2004","X000719","-4.252513509"
"6290","2005","X000719","-2.938733737"
"6291","2006","X000719","-2.194427502"
"6292","2007","X000719","-1.996644199"
"6293","2008","X000719","-1.836317154"
"6294","2009","X000719","-0.011585164"
"6295","2010","X000719","#DIV/0!"
"6296","2011","X000719","#DIV/0!"
"6297","2012","X000719","#DIV/0!"
"6298","2013","X000719","#DIV/0!"
"6299","2014","X000719","#DIV/0!"
"6300","2015","X000719","#DIV/0!"
"6301","1995","X000720",NA
"6302","1996","X000720",NA
"6303","1997","X000720",NA
"6304","1998","X000720",NA
"6305","1999","X000720",NA
"6306","2000","X000720","-4.065036006"
"6307","2001","X000720","-4.24531113"
"6308","2002","X000720","-4.382662522"
"6309","2003","X000720","-4.814002052"
"6310","2004","X000720","-4.990638249"
"6311","2005","X000720","-3.682977656"
"6312","2006","X000720","-3.407613212"
"6313","2007","X000720","-3.561118873"
"6314","2008","X000720","-3.238565599"
"6315","2009","X000720","-3.162047023"
"6316","2010","X000720","-2.691705293"
"6317","2011","X000720","-2.761060656"
"6318","2012","X000720","-3.066648235"
"6319","2013","X000720","-2.921337468"
"6320","2014","X000720","-2.808898945"
"6321","2015","X000720","-3.584642271"
"6322","1995","X000721",NA
"6323","1996","X000721",NA
"6324","1997","X000721",NA
"6325","1998","X000721",NA
"6326","1999","X000721",NA
"6327","2000","X000721","-2.867811392"
"6328","2001","X000721","-2.940405665"
"6329","2002","X000721","-3.081753574"
"6330","2003","X000721","-3.563439087"
"6331","2004","X000721","-3.731632524"
"6332","2005","X000721","-4.047506322"
"6333","2006","X000721","-4.62712074"
"6334","2007","X000721","-4.308520363"
"6335","2008","X000721","-4.454096644"
"6336","2009","X000721","-4.648677504"
"6337","2010","X000721","-3.296752367"
"6338","2011","X000721","-3.270922762"
"6339","2012","X000721","-3.224327422"
"6340","2013","X000721","-3.276957627"
"6341","2014","X000721","-3.277580719"
"6342","2015","X000721","-3.277797891"
"6343","1995","X000722",NA
"6344","1996","X000722",NA
"6345","1997","X000722",NA
"6346","1998","X000722",NA
"6347","1999","X000722",NA
"6348","2000","X000722","-3.702847715"
"6349","2001","X000722","-3.70354578"
"6350","2002","X000722","-3.802391037"
"6351","2003","X000722","-3.805564077"
"6352","2004","X000722","-4.064347312"
"6353","2005","X000722","-3.180517155"
"6354","2006","X000722","-3.258538925"
"6355","2007","X000722","-3.200685698"
"6356","2008","X000722","-2.931542241"
"6357","2009","X000722","-3.046676976"
"6358","2010","X000722","-1.528565358"
"6359","2011","X000722","-1.552637875"
"6360","2012","X000722","-1.472312609"
"6361","2013","X000722","-1.382782208"
"6362","2014","X000722","-1.342417851"
"6363","2015","X000722","-3.287004344"
"6364","1995","X000723",NA
"6365","1996","X000723",NA
"6366","1997","X000723",NA
"6367","1998","X000723",NA
"6368","1999","X000723",NA
"6369","2000","X000723","-3.430063223"
"6370","2001","X000723","-3.000634182"
"6371","2002","X000723","-2.009501065"
"6372","2003","X000723","-2.035101183"
"6373","2004","X000723","-2.058786926"
"6374","2005","X000723","-2.025322563"
"6375","2006","X000723","-2.008801599"
"6376","2007","X000723","-4.503959113"
"6377","2008","X000723","-3.308457846"
"6378","2009","X000723","-3.078445285"
"6379","2010","X000723","-2.889079103"
"6380","2011","X000723","-2.86469851"
"6381","2012","X000723","-2.878889449"
"6382","2013","X000723","-2.768879668"
"6383","2014","X000723","-3.036078167"
"6384","2015","X000723","-3.054995484"
"6385","1995","X000725",""
"6386","1996","X000725",""
"6387","1997","X000725",""
"6388","1998","X000725",""
"6389","1999","X000725",""
"6390","2000","X000725","#DIV/0!"
"6391","2001","X000725","#DIV/0!"
"6392","2002","X000725","-4.102294478"
"6393","2003","X000725","-4.444315753"
"6394","2004","X000725","-4.63225083"
"6395","2005","X000725","-4.150720139"
"6396","2006","X000725","-2.919639139"
"6397","2007","X000725","-2.22992107"
"6398","2008","X000725","-2.222988049"
"6399","2009","X000725","-2.295220305"
"6400","2010","X000725","-2.411292046"
"6401","2011","X000725","-2.410899489"
"6402","2012","X000725","-2.6997699"
"6403","2013","X000725","-3.036544451"
"6404","2014","X000725","-2.961659792"
"6405","2015","X000725","-3.143080099"
"6406","1995","X000726",""
"6407","1996","X000726",""
"6408","1997","X000726",""
"6409","1998","X000726",""
"6410","1999","X000726",""
"6411","2000","X000726","#DIV/0!"
"6412","2001","X000726","#DIV/0!"
"6413","2002","X000726","-4.481310972"
"6414","2003","X000726","-4.249363778"
"6415","2004","X000726","-4.419683363"
"6416","2005","X000726","-4.385118716"
"6417","2006","X000726","-4.932070038"
"6418","2007","X000726","-4.908137323"
"6419","2008","X000726","-4.921802024"
"6420","2009","X000726","-5.257181906"
"6421","2010","X000726","-4.393123888"
"6422","2011","X000726","-3.724837959"
"6423","2012","X000726","-3.629115922"
"6424","2013","X000726","-3.749605142"
"6425","2014","X000726","-3.822180672"
"6426","2015","X000726","-3.947932099"
"6427","1995","X000727",NA
"6428","1996","X000727",NA
"6429","1997","X000727",NA
"6430","1998","X000727",NA
"6431","1999","X000727",NA
"6432","2000","X000727","-3.615246869"
"6433","2001","X000727","-3.633687401"
"6434","2002","X000727","-3.420759939"
"6435","2003","X000727","-3.227108924"
"6436","2004","X000727","-3.022310693"
"6437","2005","X000727","-2.943985217"
"6438","2006","X000727","-2.814879267"
"6439","2007","X000727","-2.964041126"
"6440","2008","X000727","-1.85200765"
"6441","2009","X000727","-1.862933526"
"6442","2010","X000727","-1.923301352"
"6443","2011","X000727","-1.912134295"
"6444","2012","X000727","-1.986328837"
"6445","2013","X000727","-3.494028748"
"6446","2014","X000727","-3.972310565"
"6447","2015","X000727","-3.494315638"
"6448","1995","X000728",NA
"6449","1996","X000728",NA
"6450","1997","X000728",NA
"6451","1998","X000728",NA
"6452","1999","X000728",NA
"6453","2000","X000728","-2.475023785"
"6454","2001","X000728","-3.12158035"
"6455","2002","X000728","-2.642722946"
"6456","2003","X000728","-2.758123424"
"6457","2004","X000728","-2.694084506"
"6458","2005","X000728","-2.481721884"
"6459","2006","X000728","-2.258359889"
"6460","2007","X000728","-1.436315491"
"6461","2008","X000728","-1.063866392"
"6462","2009","X000728","-1.033739468"
"6463","2010","X000728","-0.986095981"
"6464","2011","X000728","-1.031153664"
"6465","2012","X000728","-1.906727618"
"6466","2013","X000728","-2.367866801"
"6467","2014","X000728","-2.304485287"
"6468","2015","X000728","-3.23791456"
"6469","1995","X000729",NA
"6470","1996","X000729",NA
"6471","1997","X000729",NA
"6472","1998","X000729",NA
"6473","1999","X000729",NA
"6474","2000","X000729","-4.069325465"
"6475","2001","X000729","-3.393433125"
"6476","2002","X000729","-3.227167329"
"6477","2003","X000729","-3.024757399"
"6478","2004","X000729","-3.392848698"
"6479","2005","X000729","-4.037127465"
"6480","2006","X000729","-4.33383263"
"6481","2007","X000729","-4.822761841"
"6482","2008","X000729","-4.867315908"
"6483","2009","X000729","-5.289678786"
"6484","2010","X000729","-4.38940688"
"6485","2011","X000729","-4.238603708"
"6486","2012","X000729","-4.347908469"
"6487","2013","X000729","-4.138212399"
"6488","2014","X000729","-4.205177069"
"6489","2015","X000729","-4.392745781"
"6490","1995","X000730",""
"6491","1996","X000730",""
"6492","1997","X000730",""
"6493","1998","X000730",""
"6494","1999","X000730",""
"6495","2000","X000730","-2.356054162"
"6496","2001","X000730","-2.218453312"
"6497","2002","X000730","-2.237191424"
"6498","2003","X000730","-1.934804671"
"6499","2004","X000730","-1.309483923"
"6500","2005","X000730","-1.481077462"
"6501","2006","X000730","-1.387037114"
"6502","2007","X000730","-1.384036391"
"6503","2008","X000730","#DIV/0!"
"6504","2009","X000730","#DIV/0!"
"6505","2010","X000730","#DIV/0!"
"6506","2011","X000730","#DIV/0!"
"6507","2012","X000730","#DIV/0!"
"6508","2013","X000730","#DIV/0!"
"6509","2014","X000730","#DIV/0!"
"6510","2015","X000730","#DIV/0!"
"6511","1995","X000731",NA
"6512","1996","X000731",NA
"6513","1997","X000731",NA
"6514","1998","X000731",NA
"6515","1999","X000731",NA
