"","LN","Code","Values"
"855","2009","X000042","-2.002269893"
"856","2010","X000042","-2.066057584"
"857","2011","X000042","-2.195051303"
"858","2012","X000042","-2.264300542"
"859","2013","X000042","-2.293265813"
"860","2014","X000042","-2.421644107"
"861","2015","X000042","-2.764723065"
"862","1995","X000043",""
"863","1996","X000043",""
"864","1997","X000043",""
"865","1998","X000043",""
"866","1999","X000043",""
"867","2000","X000043","#N/A"
"868","2001","X000043","#N/A"
"869","2002","X000043","#N/A"
"870","2003","X000043","-1.565866484"
"871","2004","X000043","-1.771426167"
"872","2005","X000043","-1.547581542"
"873","2006","X000043","-1.548049607"
"874","2007","X000043","-1.334550213"
"875","2008","X000043","-2.02395175"
"876","2009","X000043","-2.18847714"
"877","2010","X000043","-1.994973043"
"878","2011","X000043","-2.103893122"
"879","2012","X000043","-2.588994125"
"880","2013","X000043","-2.640067485"
"881","2014","X000043","-2.629085742"
"882","2015","X000043","-3.202444408"
"883","1995","X000045",""
"884","1996","X000045",""
"885","1997","X000045",""
"886","1998","X000045",""
"887","1999","X000045",""
"888","2000","X000045","#N/A"
"889","2001","X000045","#N/A"
"890","2002","X000045","#N/A"
"891","2003","X000045","-2.807734677"
"892","2004","X000045","-3.320801936"
"893","2005","X000045","-3.160864192"
"894","2006","X000045","-3.342062899"
"895","2007","X000045","-3.358837851"
"896","2008","X000045","-3.289946287"
"897","2009","X000045","-3.317264939"
"898","2010","X000045","-4.013903113"
"899","2011","X000045","-4.301590615"
"900","2012","X000045","-3.873441575"
"901","2013","X000045","-2.661872644"
"902","2014","X000045","-2.481129866"
"903","2015","X000045","-2.623566464"
"904","1995","X000046",""
"905","1996","X000046",""
"906","1997","X000046",""
"907","1998","X000046",""
"908","1999","X000046",""
"909","2000","X000046","#N/A"
"910","2001","X000046","#N/A"
"911","2002","X000046","#N/A"
"912","2003","X000046","-2.472814881"
"913","2004","X000046","-2.494166263"
"914","2005","X000046","-1.877249674"
"915","2006","X000046","-1.823269726"
"916","2007","X000046","-1.584241436"
"917","2008","X000046","-1.357843985"
"918","2009","X000046","-1.382638205"
"919","2010","X000046","-1.534130131"
"920","2011","X000046","-1.558153121"
"921","2012","X000046","-1.942115115"
"922","2013","X000046","-3.221485653"
"923","2014","X000046","-3.6656262"
"924","2015","X000046","-3.017675019"
"925","1995","X000047",""
"926","1996","X000047",""
"927","1997","X000047",""
"928","1998","X000047",""
"929","1999","X000047",""
"930","2000","X000047","#N/A"
"931","2001","X000047","#N/A"
"932","2002","X000047","#N/A"
"933","2003","X000047","-4.072565906"
"934","2004","X000047","-3.952285751"
"935","2005","X000047","-3.606293606"
"936","2006","X000047","#DIV/0!"
"937","2007","X000047","#DIV/0!"
"938","2008","X000047","#DIV/0!"
"939","2009","X000047","#DIV/0!"
"940","2010","X000047","#DIV/0!"
"941","2011","X000047","#DIV/0!"
"942","2012","X000047","#DIV/0!"
"943","2013","X000047","#DIV/0!"
"944","2014","X000047","#DIV/0!"
"945","2015","X000047","#DIV/0!"
"946","1995","X000048",""
"947","1996","X000048",""
"948","1997","X000048",""
"949","1998","X000048",""
"950","1999","X000048",""
"951","2000","X000048","#N/A"
"952","2001","X000048","#N/A"
"953","2002","X000048","#N/A"
"954","2003","X000048","-2.583386113"
"955","2004","X000048","-2.542974732"
"956","2005","X000048","-2.806931246"
"957","2006","X000048","-2.989559451"
"958","2007","X000048","-2.883587556"
"959","2008","X000048","-2.882713737"
"960","2009","X000048","-3.035448065"
"961","2010","X000048","-2.467383617"
"962","2011","X000048","-2.389028477"
"963","2012","X000048","-2.383546306"
"964","2013","X000048","-2.153670353"
"965","2014","X000048","-2.024510062"
"966","2015","X000048","-1.689648182"
"967","1995","X000049",""
"968","1996","X000049",""
"969","1997","X000049",""
"970","1998","X000049",""
"971","1999","X000049",""
"972","2000","X000049","#N/A"
"973","2001","X000049","#N/A"
"974","2002","X000049","#N/A"
"975","2003","X000049","-3.113591287"
"976","2004","X000049","-2.883172355"
"977","2005","X000049","-3.005106029"
"978","2006","X000049","-3.310290107"
"979","2007","X000049","-3.312923507"
"980","2008","X000049","-2.837008491"
"981","2009","X000049","-2.196613541"
"982","2010","X000049","-2.183893942"
"983","2011","X000049","-2.188222963"
"984","2012","X000049","-2.125868613"
"985","2013","X000049","-2.150954782"
"986","2014","X000049","-2.383452837"
"987","2015","X000049","-2.405076436"
"988","1995","X000050",""
"989","1996","X000050",""
"990","1997","X000050",""
"991","1998","X000050",""
"992","1999","X000050",""
"993","2000","X000050","#N/A"
"994","2001","X000050","#N/A"
"995","2002","X000050","#N/A"
"996","2003","X000050","-2.778581209"
"997","2004","X000050","-2.749561301"
"998","2005","X000050","-3.043791283"
"999","2006","X000050","-3.058330738"
"1000","2007","X000050","-2.839078536"
"1001","2008","X000050","-2.803675505"
"1002","2009","X000050","-2.951556475"
"1003","2010","X000050","-3.047372521"
"1004","2011","X000050","-3.013824019"
"1005","2012","X000050","-3.862137218"
"1006","2013","X000050","-3.641917382"
"1007","2014","X000050","-2.823437962"
"1008","2015","X000050","-2.836625882"
"1009","1995","X000055",""
"1010","1996","X000055",""
"1011","1997","X000055",""
"1012","1998","X000055",""
"1013","1999","X000055",""
"1014","2000","X000055","#N/A"
"1015","2001","X000055","#N/A"
"1016","2002","X000055","#N/A"
"1017","2003","X000055","-2.72431351"
"1018","2004","X000055","-2.68268902"
"1019","2005","X000055","-2.670816237"
"1020","2006","X000055","-2.610033326"
"1021","2007","X000055","-3.081185924"
"1022","2008","X000055","-3.081203386"
"1023","2009","X000055","-3.114442366"
"1024","2010","X000055","-3.155356545"
"1025","2011","X000055","-3.187538773"
"1026","2012","X000055","-3.165698152"
"1027","2013","X000055","-3.482784549"
"1028","2014","X000055","-3.173227803"
"1029","2015","X000055","-2.438472393"
"1030","1995","X000056",""
"1031","1996","X000056",""
"1032","1997","X000056",""
"1033","1998","X000056",""
"1034","1999","X000056",""
"1035","2000","X000056","#N/A"
"1036","2001","X000056","#N/A"
"1037","2002","X000056","#N/A"
"1038","2003","X000056","-3.66926318"
"1039","2004","X000056","-3.673224474"
"1040","2005","X000056","-3.392612896"
"1041","2006","X000056","-3.104705677"
"1042","2007","X000056","-3.379516324"
"1043","2008","X000056","-2.008378084"
"1044","2009","X000056","-1.918838616"
"1045","2010","X000056","-2.002468501"
"1046","2011","X000056","-1.674463936"
"1047","2012","X000056","-1.839740151"
"1048","2013","X000056","-1.814621471"
"1049","2014","X000056","-1.775053155"
"1050","2015","X000056","-1.801269483"
"1051","1995","X000058",""
"1052","1996","X000058",""
"1053","1997","X000058",""
"1054","1998","X000058",""
"1055","1999","X000058",""
"1056","2000","X000058","#N/A"
"1057","2001","X000058","#N/A"
"1058","2002","X000058","#N/A"
"1059","2003","X000058","-2.329354681"
"1060","2004","X000058","-2.32781488"
"1061","2005","X000058","-2.341444502"
"1062","2006","X000058","-2.523025897"
"1063","2007","X000058","-2.518074361"
"1064","2008","X000058","-2.74451143"
"1065","2009","X000058","-2.856477582"
"1066","2010","X000058","-2.803619545"
"1067","2011","X000058","-2.670349953"
"1068","2012","X000058","-2.689649519"
"1069","2013","X000058","-2.833520616"
"1070","2014","X000058","-2.499977262"
"1071","2015","X000058","-2.110236916"
"1072","1995","X000059",""
"1073","1996","X000059",""
"1074","1997","X000059",""
"1075","1998","X000059",""
"1076","1999","X000059",""
"1077","2000","X000059","#N/A"
"1078","2001","X000059","#N/A"
"1079","2002","X000059","#N/A"
"1080","2003","X000059","-2.657779429"
"1081","2004","X000059","-3.099816427"
"1082","2005","X000059","-2.978432873"
"1083","2006","X000059","-3.085975144"
"1084","2007","X000059","-3.039771353"
"1085","2008","X000059","-3.286686726"
"1086","2009","X000059","-3.123360133"
"1087","2010","X000059","-3.218142122"
"1088","2011","X000059","-3.329850468"
"1089","2012","X000059","-3.145513322"
"1090","2013","X000059","-2.627355175"
"1091","2014","X000059","-2.622642498"
"1092","2015","X000059","-2.605118701"
"1093","1995","X000060",""
"1094","1996","X000060",""
"1095","1997","X000060",""
"1096","1998","X000060",""
"1097","1999","X000060",""
"1098","2000","X000060","#N/A"
"1099","2001","X000060","#N/A"
"1100","2002","X000060","#N/A"
"1101","2003","X000060","-2.999205243"
"1102","2004","X000060","-3.085718041"
"1103","2005","X000060","-3.04212367"
"1104","2006","X000060","-3.95854626"
"1105","2007","X000060","-3.292916116"
"1106","2008","X000060","-2.913834567"
"1107","2009","X000060","-2.544198574"
"1108","2010","X000060","-2.457131154"
"1109","2011","X000060","-2.443387708"
"1110","2012","X000060","-2.645909948"
"1111","2013","X000060","-2.669348317"
"1112","2014","X000060","-3.258333632"
"1113","2015","X000060","-3.362898274"
"1114","1995","X000061",""
"1115","1996","X000061",""
"1116","1997","X000061",""
"1117","1998","X000061",""
"1118","1999","X000061",""
"1119","2000","X000061","#N/A"
"1120","2001","X000061","#N/A"
"1121","2002","X000061","#N/A"
"1122","2003","X000061","-3.278051731"
"1123","2004","X000061","-3.524018843"
"1124","2005","X000061","-3.493976322"
"1125","2006","X000061","-4.03809142"
"1126","2007","X000061","-3.720390648"
"1127","2008","X000061","-2.971047866"
"1128","2009","X000061","-2.994091749"
"1129","2010","X000061","-3.197673825"
"1130","2011","X000061","-3.239820986"
"1131","2012","X000061","-2.573334893"
"1132","2013","X000061","-2.800745459"
"1133","2014","X000061","-2.767912035"
"1134","2015","X000061","-2.920829641"
"1135","1995","X000062",""
"1136","1996","X000062",""
"1137","1997","X000062",""
"1138","1998","X000062",""
"1139","1999","X000062",""
"1140","2000","X000062","#N/A"
"1141","2001","X000062","#N/A"
"1142","2002","X000062","#N/A"
"1143","2003","X000062","-2.673083526"
"1144","2004","X000062","-2.699660926"
"1145","2005","X000062","-2.715406626"
"1146","2006","X000062","-2.816439918"
"1147","2007","X000062","-3.151024227"
"1148","2008","X000062","-3.232629636"
"1149","2009","X000062","-3.197594273"
"1150","2010","X000062","-2.668918923"
"1151","2011","X000062","-1.907606912"
"1152","2012","X000062","-1.885075982"
"1153","2013","X000062","-1.887817029"
"1154","2014","X000062","-1.654003721"
"1155","2015","X000062","-1.713577479"
"1156","1995","X000063",""
"1157","1996","X000063",""
"1158","1997","X000063",""
"1159","1998","X000063",""
"1160","1999","X000063",""
"1161","2000","X000063","#N/A"
"1162","2001","X000063","#N/A"
"1163","2002","X000063","#N/A"
"1164","2003","X000063","-2.048633671"
"1165","2004","X000063","-2.047055006"
"1166","2005","X000063","-2.731977572"
"1167","2006","X000063","-2.866604648"
"1168","2007","X000063","-2.395142385"
"1169","2008","X000063","-2.545633669"
"1170","2009","X000063","-2.552416266"
"1171","2010","X000063","-2.744210966"
"1172","2011","X000063","-2.745657526"
"1173","2012","X000063","-3.04139622"
"1174","2013","X000063","-3.08178181"
"1175","2014","X000063","-3.414902574"
"1176","2015","X000063","-3.841647509"
"1177","1995","X000065",NA
"1178","1996","X000065",NA
"1179","1997","X000065",NA
"1180","1998","X000065",NA
"1181","1999","X000065",NA
"1182","2000","X000065","-6.666963489"
"1183","2001","X000065","-2.859985333"
"1184","2002","X000065","-3.045431491"
"1185","2003","X000065","-3.094526224"
"1186","2004","X000065","-3.167452616"
"1187","2005","X000065","-1.491369888"
"1188","2006","X000065","-1.549700863"
"1189","2007","X000065","-1.602674887"
"1190","2008","X000065","-1.406479547"
"1191","2009","X000065","-1.413608394"
"1192","2010","X000065","-1.108059651"
"1193","2011","X000065","-1.12559818"
"1194","2012","X000065","-1.120645692"
"1195","2013","X000065","-1.267288"
"1196","2014","X000065","-1.342414528"
"1197","2015","X000065","-1.973663111"
"1198","1995","X000066",""
"1199","1996","X000066",""
"1200","1997","X000066",""
"1201","1998","X000066",""
"1202","1999","X000066",""
"1203","2000","X000066","#N/A"
"1204","2001","X000066","#N/A"
"1205","2002","X000066","#N/A"
"1206","2003","X000066","-2.872839788"
"1207","2004","X000066","-3.330411234"
"1208","2005","X000066","-3.580914297"
"1209","2006","X000066","-3.570395849"
"1210","2007","X000066","-3.843425029"
"1211","2008","X000066","-3.36110966"
"1212","2009","X000066","-3.277286545"
"1213","2010","X000066","-3.303380749"
"1214","2011","X000066","-3.052251081"
"1215","2012","X000066","-3.074910205"
"1216","2013","X000066","-2.731833796"
"1217","2014","X000066","-2.775768012"
"1218","2015","X000066","-2.73586779"
"1219","1995","X000068",""
"1220","1996","X000068",""
"1221","1997","X000068",""
"1222","1998","X000068",""
"1223","1999","X000068",""
"1224","2000","X000068","#N/A"
"1225","2001","X000068","#N/A"
"1226","2002","X000068","#N/A"
"1227","2003","X000068","-2.423757786"
"1228","2004","X000068","-2.537751051"
"1229","2005","X000068","-2.531616321"
"1230","2006","X000068","-2.859954961"
"1231","2007","X000068","-2.785536557"
"1232","2008","X000068","-2.520639457"
"1233","2009","X000068","-3.046151558"
"1234","2010","X000068","-1.761854441"
"1235","2011","X000068","-1.513613704"
"1236","2012","X000068","-1.390603268"
"1237","2013","X000068","-1.19369461"
"1238","2014","X000068","-1.09824355"
"1239","2015","X000068","-1.397164436"
"1240","1995","X000069",""
"1241","1996","X000069",""
"1242","1997","X000069",""
"1243","1998","X000069",""
"1244","1999","X000069",""
"1245","2000","X000069","#N/A"
"1246","2001","X000069","#N/A"
"1247","2002","X000069","#N/A"
"1248","2003","X000069","-3.548938232"
"1249","2004","X000069","-3.621621659"
"1250","2005","X000069","-3.208768105"
"1251","2006","X000069","-2.95204741"
"1252","2007","X000069","-2.978181632"
"1253","2008","X000069","-3.062775971"
"1254","2009","X000069","-3.007093429"
"1255","2010","X000069","-2.434731889"
"1256","2011","X000069","-1.982917489"
"1257","2012","X000069","-1.935689133"
"1258","2013","X000069","-1.918287833"
"1259","2014","X000069","-1.916605338"
"1260","2015","X000069","-2.323395639"
"1261","1995","X000070",""
"1262","1996","X000070",""
"1263","1997","X000070",""
"1264","1998","X000070",""
"1265","1999","X000070",""
"1266","2000","X000070","#DIV/0!"
"1267","2001","X000070","#DIV/0!"
"1268","2002","X000070","-2.184634588"
"1269","2003","X000070","-2.039546648"
"1270","2004","X000070","-2.170261642"
"1271","2005","X000070","-2.314009987"
"1272","2006","X000070","-2.505978083"
"1273","2007","X000070","-2.506339553"
"1274","2008","X000070","-2.764365716"
"1275","2009","X000070","-2.593735348"
"1276","2010","X000070","-2.687961751"
"1277","2011","X000070","-2.726057182"
"1278","2012","X000070","-2.572540177"
"1279","2013","X000070","-2.625005469"
"1280","2014","X000070","-3.364191734"
"1281","2015","X000070","-3.233334438"
"1282","1995","X000078",NA
"1283","1996","X000078",NA
"1284","1997","X000078",NA
"1285","1998","X000078",NA
"1286","1999","X000078",NA
"1287","2000","X000078","-2.034186033"
"1288","2001","X000078","-2.375714256"
